,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Visibility (km),Autumn,Spring,Summer,Winter,coastal,inland,mountain,Weather Type Enc
1627,19.0,72.0,1.0,33.0,1,1010.56,4,5.5,False,False,False,True,True,False,False,0
1628,-7.0,86.0,17.0,95.0,3,999.62,1,1.0,False,False,False,True,False,False,True,2
1629,68.0,70.0,2.0,71.0,0,1013.06,4,8.0,True,False,False,False,True,False,False,3
1630,12.0,78.0,11.0,66.0,3,1006.86,0,3.0,False,True,False,False,False,True,False,1
1631,39.0,63.0,1.5,15.0,0,1027.49,10,9.5,False,True,False,False,False,False,True,3
1632,49.0,28.0,14.5,64.0,3,1135.33,12,12.0,False,False,False,True,True,False,False,3
1633,41.0,39.0,8.0,8.0,0,1017.26,9,6.5,False,False,False,True,False,False,True,3
1634,0.0,92.0,16.5,80.0,3,987.42,1,4.0,False,False,False,True,False,False,True,2
1635,3.0,91.0,9.5,64.0,3,993.39,1,2.0,False,False,False,True,False,True,False,2
1636,4.0,66.0,3.5,95.0,3,994.68,0,4.5,False,False,False,True,False,False,True,2
1637,33.0,63.0,5.0,96.0,3,1019.09,0,2.0,False,False,True,False,False,False,True,1
1638,31.0,44.0,5.5,83.0,3,925.06,12,8.0,True,False,False,False,False,False,True,2
1639,29.0,65.0,1.0,5.0,0,1014.66,5,8.5,False,False,True,False,False,True,False,3
1640,11.0,65.0,6.0,53.0,1,1003.38,1,4.5,False,False,True,False,True,False,False,1
1641,-2.0,66.0,18.5,76.0,1,987.65,1,5.0,False,False,False,True,False,True,False,2
1642,23.0,99.0,15.5,80.0,1,1004.44,0,1.0,False,False,True,False,False,False,True,1
1643,39.0,26.0,6.0,8.0,0,1017.33,5,8.5,False,True,False,False,False,True,False,3
1644,1.0,93.0,14.0,56.0,3,992.89,0,2.5,False,False,False,True,False,True,False,2
1645,26.0,73.0,0.5,24.0,1,1006.51,1,5.5,False,False,False,True,False,True,False,0
1646,-7.0,99.0,2.5,53.0,3,997.66,0,4.5,False,False,False,True,False,True,False,2
1647,53.0,90.0,16.5,78.0,1,1014.31,12,3.0,False,False,False,True,True,False,False,0
1648,22.0,24.0,8.0,3.0,0,1029.3,8,10.0,False,True,False,False,True,False,False,3
1649,20.0,60.0,0.5,18.0,1,1015.43,9,9.0,False,False,False,True,False,False,True,3
1650,-8.0,72.0,2.5,86.0,1,992.17,0,3.5,False,False,False,True,False,False,True,2
1651,11.0,72.0,1.0,46.0,3,1015.33,2,5.0,False,False,False,True,True,False,False,0
1652,24.0,53.0,4.0,28.0,1,1010.46,1,7.5,False,False,False,True,False,False,True,0
1653,28.0,69.0,8.5,83.0,1,1012.89,2,1.0,False,False,True,False,False,True,False,1
1654,21.0,75.0,1.0,15.0,1,1005.52,1,8.5,False,False,False,True,False,False,True,0
1655,16.0,71.0,9.5,17.0,1,1014.68,4,6.0,False,False,True,False,True,False,False,0
1656,17.0,77.0,11.5,46.0,3,1011.69,2,5.5,False,False,False,True,True,False,False,0
1657,-12.0,70.0,31.5,99.0,1,994.49,10,3.0,False,False,False,True,False,True,False,2
1658,44.0,60.0,10.0,17.0,1,1019.82,9,6.5,False,False,False,True,True,False,False,3
1659,10.0,92.0,5.0,56.0,3,1006.85,2,1.5,True,False,False,False,False,True,False,1
1660,-10.0,71.0,12.5,67.0,1,992.89,0,4.0,False,False,False,True,False,False,True,2
1661,3.0,91.0,17.5,94.0,3,998.51,0,1.5,False,False,False,True,False,True,False,2
1662,28.0,63.0,13.5,93.0,3,994.29,2,3.0,True,False,False,False,False,False,True,1
1663,16.0,70.0,15.0,59.0,3,996.48,0,4.0,False,True,False,False,True,False,False,1
1664,1.0,85.0,4.0,59.0,3,983.49,1,3.5,False,False,False,True,False,True,False,2
1665,22.0,51.0,7.0,27.0,1,1014.24,3,5.0,True,False,False,False,False,True,False,0
1666,30.0,54.0,1.0,19.0,0,1018.26,5,7.5,False,False,False,True,False,False,True,3
1667,10.0,81.0,11.5,75.0,1,1006.82,3,3.5,False,False,True,False,False,True,False,1
1668,2.0,75.0,2.5,74.0,3,998.57,1,2.5,False,False,False,True,False,True,False,2
1669,23.0,51.0,2.5,1.0,0,1018.72,9,5.5,False,False,False,True,False,False,True,3
1670,21.0,60.0,2.5,2.0,0,1018.96,10,6.5,False,True,False,False,False,True,False,3
1671,18.0,53.0,8.5,68.0,3,919.56,4,6.5,False,False,True,False,False,False,True,3
1672,19.0,74.0,7.5,92.0,3,993.95,0,2.0,False,True,False,False,False,False,True,1
1673,26.0,76.0,2.5,40.0,1,1000.01,4,6.5,False,True,False,False,True,False,False,0
1674,-1.0,79.0,20.0,70.0,3,997.21,1,4.5,False,False,False,True,False,False,True,2
1675,-1.0,60.0,1.5,62.0,3,982.73,0,3.0,False,False,False,True,False,False,True,2
1676,10.0,83.0,11.5,72.0,3,1005.5,1,3.5,False,False,True,False,True,False,False,1
1677,17.0,81.0,18.0,89.0,1,995.4,2,1.5,False,False,True,False,False,True,False,1
1678,25.0,57.0,4.5,24.0,1,1006.4,4,8.5,False,False,False,True,True,False,False,0
1679,46.0,24.0,9.5,81.0,1,926.59,0,12.5,False,False,True,False,False,True,False,1
1680,5.0,57.0,6.5,72.0,1,1135.48,4,6.5,False,False,False,True,True,False,False,0
1681,20.0,32.0,7.0,5.0,0,1019.85,9,6.0,True,False,False,False,True,False,False,3
1682,40.0,37.0,8.5,2.0,0,1025.95,11,5.5,False,True,False,False,False,False,True,3
1683,14.0,69.0,2.0,23.0,3,1013.26,1,5.0,True,False,False,False,False,False,True,0
1684,1.0,96.0,13.5,81.0,3,982.25,0,3.0,False,False,False,True,False,True,False,2
1685,42.0,33.0,2.0,14.0,0,1015.7,5,9.0,True,False,False,False,False,True,False,3
1686,12.0,97.0,13.0,60.0,3,1019.8,0,3.0,False,False,False,True,True,False,False,1
1687,-4.0,94.0,16.0,85.0,3,981.71,1,2.5,False,False,False,True,False,True,False,2
1688,27.0,38.0,4.5,0.0,0,1021.59,9,8.0,True,False,False,False,False,False,True,3
1689,11.0,72.0,16.5,103.0,3,1001.75,2,9.5,True,False,False,False,True,False,False,0
1690,20.0,57.0,9.5,5.0,1,1028.05,5,5.5,False,False,False,True,True,False,False,3
1691,43.0,102.0,1.0,88.0,0,1027.93,4,10.0,False,False,False,True,False,True,False,3
1692,47.0,40.0,10.5,54.0,1,1182.46,8,19.0,False,False,True,False,False,False,True,3
1693,4.0,60.0,18.0,63.0,3,987.74,1,5.0,False,False,False,True,False,True,False,2
1694,30.0,61.0,7.0,17.0,3,1002.87,3,9.0,False,True,False,False,False,False,True,0
1695,13.0,55.0,11.0,17.0,3,1000.1,4,5.5,False,False,False,True,True,False,False,0
1696,11.0,69.0,1.0,27.0,1,1148.7,12,16.5,False,False,False,True,False,False,True,0
1697,28.0,44.0,14.0,46.0,1,929.19,1,3.5,True,False,False,False,True,False,False,0
1698,41.0,20.0,4.5,2.0,0,1021.26,5,6.0,False,True,False,False,False,False,True,3
1699,-5.0,79.0,2.0,61.0,3,982.37,1,5.0,False,False,False,True,False,False,True,2
1700,39.0,55.0,7.5,0.0,0,1011.05,5,7.0,False,False,True,False,False,True,False,3
1701,-1.0,94.0,16.5,75.0,1,983.34,1,1.0,False,False,False,True,False,True,False,2
1702,32.0,34.0,2.5,10.0,0,1018.8,11,9.5,True,False,False,False,False,False,True,3
1703,13.0,60.0,1.5,31.0,3,1006.12,4,6.5,True,False,False,False,True,False,False,0
1704,72.0,101.0,26.5,75.0,1,1019.21,14,1.5,False,False,True,False,False,True,False,0
1705,12.0,72.0,0.0,36.0,3,1010.8,4,7.5,False,False,True,False,False,False,True,0
1706,34.0,57.0,6.0,39.0,3,1007.32,3,6.5,False,True,False,False,True,False,False,0
1707,33.0,55.0,10.5,42.0,3,1017.01,4,7.0,True,False,False,False,False,True,False,0
1708,37.0,29.0,3.5,10.0,0,1016.42,9,8.5,True,False,False,False,True,False,False,3
1709,33.0,78.0,5.5,92.0,1,994.83,0,1.5,False,False,True,False,False,False,True,1
1710,12.0,76.0,11.5,89.0,3,1013.18,1,2.5,False,False,False,True,True,False,False,1
1711,1.0,96.0,14.5,65.0,3,985.89,1,3.0,False,False,False,True,False,True,False,2
1712,25.0,75.0,9.0,13.0,3,1010.59,2,5.5,False,False,True,False,True,False,False,0
1713,29.0,54.0,9.0,14.0,0,1022.36,11,9.0,False,False,True,False,False,False,True,3
1714,31.0,42.0,7.0,16.0,0,1029.16,10,8.5,True,False,False,False,False,False,True,3
1715,16.0,85.0,19.5,52.0,3,995.61,2,3.0,True,False,False,False,True,False,False,1
1716,30.0,51.0,6.0,15.0,0,1012.33,8,5.0,False,False,True,False,False,False,True,3
1717,23.0,95.0,23.5,83.0,1,1003.38,7,6.5,False,False,True,False,False,True,False,0
1718,1.0,91.0,13.0,80.0,1,990.88,1,3.0,False,False,False,True,False,True,False,2
1719,30.0,41.0,5.5,5.0,0,1021.61,10,9.5,True,False,False,False,False,True,False,3
1720,35.0,42.0,4.5,10.0,0,1016.98,7,7.0,False,True,False,False,False,False,True,3
1721,20.0,22.0,8.0,17.0,0,1025.34,11,5.5,True,False,False,False,True,False,False,3
1722,-9.0,71.0,13.0,70.0,3,995.26,0,5.0,False,False,False,True,False,False,True,2
1723,1.0,61.0,2.5,89.0,3,993.16,1,3.5,False,False,False,True,False,True,False,2
1724,21.0,53.0,3.5,11.0,1,1024.94,8,9.5,False,True,False,False,True,False,False,3
1725,11.0,69.0,7.0,28.0,1,1006.53,1,7.0,False,False,False,True,False,True,False,0
1726,26.0,63.0,6.0,65.0,3,991.68,1,3.0,True,False,False,False,False,True,False,1
1727,19.0,56.0,0.5,24.0,1,1013.06,1,5.5,True,False,False,False,False,True,False,0
1728,11.0,76.0,19.5,92.0,1,999.56,1,4.0,False,False,True,False,False,False,True,1
1729,-7.0,99.0,13.0,58.0,1,983.05,1,1.0,False,False,False,True,False,False,True,2
1730,15.0,52.0,8.5,41.0,3,1000.77,3,8.0,False,False,False,True,False,True,False,0
1731,18.0,66.0,7.5,44.0,3,1005.03,3,6.0,True,False,False,False,False,False,True,0
1732,4.0,97.0,18.0,58.0,1,980.6,0,1.0,False,False,False,True,False,False,True,2
1733,30.0,61.0,14.0,67.0,1,1002.87,0,4.5,False,False,True,False,True,False,False,1
1734,34.0,76.0,2.5,41.0,3,1001.27,3,8.0,False,False,False,True,False,False,True,0
1735,62.0,91.0,9.5,79.0,3,1002.43,11,6.5,False,True,False,False,False,False,True,0
1736,1.0,72.0,10.5,89.0,3,997.46,0,1.5,False,False,False,True,False,True,False,2
1737,14.0,96.0,13.5,54.0,3,1017.92,3,5.0,False,True,False,False,True,False,False,1
1738,-2.0,60.0,12.5,69.0,1,988.85,1,4.0,False,False,False,True,False,True,False,2
1739,48.0,85.0,15.0,99.0,3,1012.48,14,1.0,False,False,True,False,False,False,True,1
1740,17.0,66.0,6.5,21.0,1,1014.07,4,5.5,False,False,True,False,False,False,True,0
1741,24.0,53.0,1.0,40.0,3,1019.95,3,8.5,True,False,False,False,False,False,True,0
1742,0.0,97.0,14.0,66.0,3,999.94,1,2.0,False,False,False,True,False,False,True,2
1743,46.0,38.0,8.0,39.0,3,804.35,10,14.0,False,False,False,True,False,True,False,3
1744,41.0,28.0,5.0,5.0,0,1014.67,7,9.5,False,False,False,True,False,False,True,3
1745,20.0,68.0,1.0,42.0,1,1010.27,4,5.5,False,False,True,False,False,True,False,0
1746,1.0,64.0,19.5,52.0,3,992.43,1,3.5,False,False,False,True,False,True,False,2
1747,1.0,91.0,11.0,80.0,3,981.37,0,3.0,False,False,False,True,False,True,False,2
1748,43.0,101.0,10.0,100.0,0,1023.74,9,11.0,False,False,False,True,False,False,True,3
1749,43.0,67.0,9.0,1.0,0,1021.86,6,8.5,False,True,False,False,True,False,False,3
1750,14.0,82.0,19.0,78.0,3,1006.01,0,3.0,True,False,False,False,False,True,False,1
1751,33.0,61.0,6.5,19.0,1,1029.49,6,7.5,False,False,True,False,False,True,False,3
1752,26.0,89.0,6.5,81.0,3,999.23,0,3.0,True,False,False,False,False,False,True,1
1753,-3.0,85.0,13.5,53.0,3,992.51,0,1.0,False,False,False,True,False,True,False,2
1754,15.0,85.0,19.5,51.0,1,1002.6,3,2.5,False,True,False,False,False,True,False,1
1755,30.0,76.0,11.5,42.0,1,1007.52,2,5.5,False,False,True,False,False,False,True,0
1756,-16.0,77.0,22.5,75.0,3,985.52,13,3.0,False,False,False,True,False,True,False,2
1757,72.0,77.0,18.5,105.0,0,1029.1,2,10.5,False,False,False,True,False,False,True,3
1758,-4.0,92.0,13.5,99.0,3,982.61,0,1.0,False,False,False,True,False,False,True,2
1759,-20.0,89.0,12.5,106.0,3,990.89,5,1.0,False,False,False,True,False,False,True,2
1760,38.0,88.0,19.5,85.0,1,1009.03,0,4.5,False,True,False,False,False,True,False,0
1761,53.0,81.0,0.0,84.0,0,1018.81,12,5.0,True,False,False,False,True,False,False,3
1762,31.0,60.0,8.5,30.0,1,1001.67,2,6.5,False,False,True,False,False,True,False,0
1763,24.0,73.0,7.0,87.0,3,1006.09,0,2.0,False,False,False,True,True,False,False,1
1764,15.0,76.0,9.0,81.0,3,1019.12,1,4.5,False,False,False,True,False,True,False,1
1765,34.0,57.0,3.0,1.0,0,1022.08,9,7.5,False,False,True,False,False,False,True,3
1766,0.0,60.0,13.0,97.0,3,987.93,0,1.5,False,False,False,True,False,True,False,2
1767,36.0,86.0,18.5,76.0,1,1009.0,9,5.0,False,False,False,True,False,False,True,0
1768,-9.0,98.0,2.5,61.0,1,994.1,1,2.0,False,False,False,True,False,True,False,2
1769,32.0,40.0,3.0,29.0,1,1035.69,9,8.0,False,False,True,False,False,False,True,2
1770,20.0,98.0,16.5,55.0,3,1017.84,0,1.0,False,True,False,False,True,False,False,1
1771,12.0,69.0,6.0,90.0,3,1005.47,2,1.5,True,False,False,False,False,False,True,1
1772,15.0,89.0,13.0,58.0,3,999.24,3,4.5,False,False,True,False,False,False,True,1
1773,1.0,67.0,3.0,76.0,1,986.57,0,4.0,False,False,False,True,False,False,True,2
1774,37.0,47.0,1.0,2.0,0,1012.77,7,6.5,False,False,True,False,False,False,True,3
1775,-4.0,76.0,3.0,91.0,3,991.95,1,3.0,False,False,False,True,False,False,True,2
1776,-10.0,75.0,9.5,71.0,3,986.43,0,4.0,False,False,False,True,False,True,False,2
1777,-10.0,83.0,0.0,81.0,3,983.7,1,2.0,False,False,False,True,False,False,True,2
1778,17.0,84.0,13.5,86.0,3,1005.84,3,3.5,True,False,False,False,True,False,False,1
1779,19.0,102.0,13.0,80.0,0,1013.43,12,2.0,False,False,True,False,False,False,True,3
1780,-14.0,37.0,10.5,63.0,1,965.66,3,12.5,False,True,False,False,False,True,False,1
1781,21.0,67.0,4.5,5.0,1,1010.8,6,6.0,False,True,False,False,True,False,False,3
1782,-1.0,78.0,11.0,95.0,3,999.15,0,4.0,False,False,False,True,False,False,True,2
1783,-9.0,72.0,6.0,66.0,3,993.68,1,4.0,False,False,False,True,False,False,True,2
1784,33.0,78.0,11.0,32.0,3,1008.82,4,7.0,False,False,True,False,False,True,False,0
1785,29.0,93.0,8.5,74.0,3,1013.89,0,4.5,True,False,False,False,True,False,False,1
1786,-7.0,75.0,12.5,94.0,3,981.44,0,3.5,False,False,False,True,False,True,False,2
1787,4.0,81.0,2.5,93.0,1,985.74,1,4.0,False,False,False,True,False,False,True,2
1788,32.0,94.0,13.0,80.0,3,992.52,2,3.5,False,False,True,False,False,True,False,1
1789,26.0,64.0,8.0,4.0,0,1020.86,9,9.5,False,False,True,False,False,True,False,3
1790,24.0,39.0,6.5,2.0,0,1017.18,5,5.0,True,False,False,False,True,False,False,3
1791,1.0,88.0,2.5,70.0,3,998.54,1,2.0,False,False,False,True,False,False,True,2
1792,46.0,31.0,7.5,84.0,1,1019.4,6,7.5,True,False,False,False,True,False,False,1
1793,9.0,83.0,19.5,91.0,3,999.89,10,1.0,False,False,False,True,True,False,False,1
1794,1.0,87.0,37.5,81.0,3,991.88,14,0.5,False,False,False,True,False,False,True,2
1795,17.0,56.0,13.5,17.0,3,1017.46,2,7.5,True,False,False,False,False,False,True,0
1796,-1.0,62.0,18.5,58.0,3,998.65,0,2.0,False,False,False,True,False,False,True,2
1797,37.0,32.0,7.5,28.0,3,840.97,5,9.5,False,True,False,False,False,True,False,2
1798,27.0,102.0,5.5,74.0,1,1016.58,6,6.0,False,True,False,False,False,True,False,0
1799,-3.0,77.0,15.5,51.0,3,999.67,0,2.5,False,False,False,True,False,True,False,2
1800,2.0,96.0,8.5,65.0,1,999.35,0,3.0,False,False,False,True,False,False,True,2
1801,27.0,21.0,5.5,15.0,1,1012.32,11,8.0,True,False,False,False,True,False,False,3
1802,70.0,70.0,16.5,83.0,1,1006.92,12,2.5,False,False,False,True,True,False,False,0
1803,15.0,72.0,0.5,44.0,3,1005.69,2,9.0,True,False,False,False,False,True,False,0
1804,-5.0,96.0,4.0,84.0,3,995.31,0,1.5,False,False,False,True,False,False,True,2
1805,28.0,26.0,11.5,94.0,1,853.83,11,1.5,False,True,False,False,False,True,False,3
1806,-3.0,62.0,5.5,96.0,3,985.36,0,1.5,False,False,False,True,False,True,False,2
1807,29.0,25.0,0.5,6.0,0,1017.11,8,10.0,True,False,False,False,False,True,False,3
1808,9.0,38.0,8.5,75.0,2,1161.21,10,7.0,False,False,False,True,True,False,False,0
1809,14.0,76.0,17.5,55.0,3,992.56,1,3.0,True,False,False,False,False,False,True,1
1810,22.0,63.0,6.5,58.0,3,1007.89,1,3.0,True,False,False,False,False,False,True,1
1811,20.0,60.0,5.0,91.0,1,1008.09,0,3.0,False,True,False,False,True,False,False,1
1812,33.0,75.0,1.0,44.0,1,1014.29,2,7.5,False,False,False,True,False,False,True,0
1813,29.0,92.0,12.0,50.0,3,995.57,1,2.0,False,True,False,False,False,True,False,1
1814,29.0,71.0,10.5,16.0,3,1000.38,1,5.5,False,False,False,True,False,True,False,0
1815,31.0,71.0,3.0,36.0,3,1010.9,4,6.5,False,False,False,True,False,True,False,0
1816,31.0,58.0,15.0,46.0,3,1001.9,4,5.5,True,False,False,False,False,False,True,0
1817,43.0,30.0,2.0,7.0,0,1021.85,7,7.0,False,False,False,True,True,False,False,3
1818,30.0,99.0,19.0,83.0,1,1001.66,11,7.5,True,False,False,False,False,False,True,0
1819,1.0,85.0,25.5,97.0,3,994.18,9,3.5,False,False,False,True,False,False,True,2
1820,5.0,79.0,27.0,93.0,3,988.84,2,2.0,False,False,False,True,False,True,False,2
1821,29.0,22.0,1.5,2.0,1,1023.99,8,5.0,False,True,False,False,True,False,False,3
1822,-7.0,61.0,13.0,51.0,3,996.67,0,3.5,False,False,False,True,False,True,False,2
1823,38.0,88.0,23.5,78.0,3,1002.81,6,6.5,False,False,False,True,False,True,False,0
1824,-9.0,71.0,14.5,84.0,1,991.36,1,2.0,False,False,False,True,False,False,True,2
1825,14.0,61.0,8.5,54.0,3,1015.06,3,4.0,True,False,False,False,False,True,False,1
1826,14.0,83.0,15.5,77.0,3,1002.25,3,4.0,False,False,True,False,False,True,False,1
1827,26.0,68.0,9.5,18.0,1,1014.65,5,8.0,True,False,False,False,False,False,True,3
1828,10.0,85.0,13.5,66.0,3,996.77,1,2.0,False,False,True,False,False,False,True,1
1829,16.0,88.0,12.5,53.0,3,994.58,2,1.5,False,True,False,False,True,False,False,1
1830,7.0,85.0,46.0,87.0,3,980.92,9,5.5,False,False,False,True,False,True,False,2
1831,35.0,67.0,7.0,15.0,0,1024.13,7,7.5,False,False,True,False,False,True,False,3
1832,30.0,78.0,15.5,93.0,3,996.39,3,3.5,False,False,False,True,False,True,False,1
1833,46.0,69.0,2.5,22.0,2,1026.01,3,5.0,False,False,False,True,False,True,False,2
1834,19.0,76.0,4.5,29.0,3,1009.03,3,7.0,False,False,True,False,False,False,True,0
1835,33.0,63.0,7.0,98.0,1,992.89,0,3.0,False,False,False,True,False,False,True,1
1836,27.0,85.0,11.5,63.0,3,1004.88,0,4.5,True,False,False,False,True,False,False,1
1837,55.0,84.0,19.0,71.0,0,1020.1,5,7.5,False,False,True,False,False,False,True,3
1838,27.0,69.0,2.0,38.0,1,1012.33,3,5.0,True,False,False,False,True,False,False,0
1839,27.0,52.0,14.5,29.0,3,1001.3,2,6.5,False,True,False,False,True,False,False,0
1840,21.0,102.0,20.0,76.0,3,1019.41,14,1.5,False,True,False,False,True,False,False,0
1841,-7.0,77.0,1.5,66.0,3,991.73,0,4.0,False,False,False,True,False,True,False,2
1842,24.0,96.0,15.0,96.0,3,1006.18,1,1.5,False,False,False,True,False,False,True,1
1843,-1.0,76.0,2.0,84.0,3,997.02,1,1.0,False,False,False,True,False,False,True,2
1844,-5.0,73.0,6.5,90.0,3,986.96,1,4.0,False,False,False,True,False,False,True,2
1845,-10.0,86.0,20.0,68.0,3,993.28,1,4.5,False,False,False,True,False,True,False,2
1846,19.0,91.0,15.0,61.0,3,1016.72,3,2.5,False,False,True,False,False,False,True,1
1847,41.0,27.0,13.0,57.0,3,960.63,5,16.0,True,False,False,False,False,False,True,1
1848,29.0,21.0,2.5,19.0,0,1012.75,6,8.5,False,False,False,True,False,True,False,3
1849,7.0,90.0,20.0,94.0,3,1008.08,11,2.0,False,True,False,False,False,False,True,1
1850,10.0,98.0,25.0,104.0,1,1016.82,2,1.5,True,False,False,False,False,False,True,1
1851,25.0,68.0,3.5,6.0,0,1016.07,11,8.0,False,True,False,False,False,True,False,3
1852,34.0,55.0,1.5,12.0,0,1027.21,11,10.0,False,True,False,False,False,False,True,3
1853,27.0,72.0,1.0,29.0,3,1003.38,1,6.0,False,True,False,False,True,False,False,0
1854,49.0,60.0,11.5,23.0,1,1168.21,7,9.0,False,True,False,False,True,False,False,1
1855,22.0,60.0,19.5,79.0,3,998.11,3,4.0,True,False,False,False,False,True,False,1
1856,24.0,81.0,16.0,102.0,3,1004.86,4,4.5,True,False,False,False,False,True,False,0
1857,32.0,78.0,16.0,52.0,3,997.01,3,3.5,True,False,False,False,True,False,False,1
1858,34.0,78.0,11.0,71.0,3,996.85,3,4.5,False,False,True,False,False,False,True,1
1859,-4.0,76.0,19.5,97.0,3,986.84,1,2.5,False,False,False,True,False,False,True,2
1860,27.0,63.0,9.0,72.0,3,1000.61,0,4.0,False,False,True,False,True,False,False,1
1861,-11.0,107.0,15.5,96.0,3,990.58,12,1.5,False,False,False,True,False,True,False,2
1862,17.0,100.0,22.5,103.0,3,995.95,3,1.5,False,False,False,True,True,False,False,1
1863,-6.0,88.0,0.0,92.0,3,983.02,0,1.5,False,False,False,True,False,False,True,2
1864,40.0,54.0,5.5,1.0,0,1012.63,10,10.0,False,True,False,False,False,False,True,3
1865,26.0,87.0,16.0,62.0,3,1009.56,3,2.5,True,False,False,False,False,True,False,1
1866,22.0,37.0,0.5,0.0,1,1024.23,8,5.5,True,False,False,False,True,False,False,3
1867,41.0,62.0,5.0,3.0,0,1025.98,9,5.5,True,False,False,False,False,False,True,3
1868,-10.0,74.0,0.0,33.0,1,1171.26,12,13.0,False,False,True,False,False,True,False,1
1869,23.0,38.0,8.0,5.0,1,1024.54,11,7.5,False,False,True,False,True,False,False,3
1870,11.0,69.0,11.5,52.0,1,1017.58,2,3.5,False,True,False,False,False,False,True,1
1871,11.0,65.0,9.5,92.0,3,1012.44,1,2.5,False,False,True,False,False,True,False,1
1872,33.0,86.0,7.5,69.0,1,993.1,1,5.0,False,False,False,True,True,False,False,1
1873,4.0,84.0,8.5,72.0,3,993.53,0,4.0,False,False,False,True,False,False,True,2
1874,-7.0,94.0,15.0,54.0,3,994.51,1,1.5,False,False,False,True,False,False,True,2
1875,27.0,59.0,6.0,0.0,0,1015.53,10,7.0,True,False,False,False,True,False,False,3
1876,1.0,86.0,0.5,72.0,1,994.27,1,4.0,False,False,False,True,False,True,False,2
1877,23.0,57.0,1.0,14.0,0,1018.4,11,9.0,False,True,False,False,False,True,False,3
1878,32.0,61.0,11.0,26.0,3,1007.59,2,6.5,False,False,True,False,True,False,False,0
1879,39.0,22.0,4.0,13.0,1,1016.5,7,5.5,False,True,False,False,False,True,False,3
1880,32.0,86.0,12.0,65.0,3,990.41,2,4.0,False,True,False,False,True,False,False,1
1881,44.0,73.0,23.0,77.0,1,1014.05,7,6.5,True,False,False,False,False,False,True,0
1882,25.0,79.0,10.5,11.0,3,1004.03,4,7.5,False,True,False,False,False,True,False,0
1883,1.0,84.0,1.0,72.0,3,989.89,0,4.5,False,False,False,True,False,False,True,2
1884,13.0,53.0,8.5,33.0,2,1005.78,5,10.5,False,True,False,False,False,False,True,0
1885,13.0,60.0,10.5,76.0,1,881.44,12,3.0,False,False,True,False,False,True,False,0
1886,25.0,68.0,4.0,32.0,1,1009.22,2,5.5,False,False,True,False,True,False,False,0
1887,32.0,50.0,9.5,4.0,0,1014.8,5,6.5,True,False,False,False,True,False,False,3
1888,43.0,63.0,2.0,16.0,0,1026.88,10,5.0,False,True,False,False,False,False,True,3
1889,21.0,58.0,0.5,12.0,1,1012.28,4,6.5,False,False,True,False,False,False,True,0
1890,18.0,101.0,18.0,97.0,1,1023.5,5,3.0,True,False,False,False,True,False,False,3
1891,-7.0,92.0,7.5,56.0,1,995.37,0,1.5,False,False,False,True,False,True,False,2
1892,10.0,63.0,0.5,11.0,1,1015.01,2,6.0,False,True,False,False,False,False,True,0
1893,67.0,86.0,8.0,92.0,0,1029.38,1,5.5,False,True,False,False,False,True,False,3
1894,-5.0,68.0,16.0,53.0,3,992.35,1,3.5,False,False,False,True,False,False,True,2
1895,23.0,73.0,10.0,90.0,1,1006.81,1,2.0,True,False,False,False,False,False,True,1
1896,21.0,71.0,5.0,98.0,1,1000.06,0,4.5,False,True,False,False,True,False,False,1
1897,48.0,103.0,21.0,92.0,1,1013.95,8,2.5,False,False,True,False,False,True,False,0
1898,-11.0,48.0,8.0,56.0,3,885.49,12,3.5,True,False,False,False,False,True,False,0
1899,21.0,26.0,5.5,75.0,2,1010.06,2,6.0,False,True,False,False,True,False,False,0
1900,0.0,69.0,3.5,73.0,3,980.46,0,1.5,False,False,False,True,False,True,False,2
1901,26.0,64.0,4.5,23.0,1,1002.01,2,5.5,False,True,False,False,True,False,False,0
1902,4.0,67.0,0.0,72.0,3,998.78,1,4.5,False,False,False,True,False,False,True,2
1903,28.0,47.0,6.0,11.0,0,1029.11,7,6.0,False,False,False,True,False,False,True,3
1904,-7.0,69.0,14.5,74.0,1,986.83,1,3.5,False,False,False,True,False,True,False,2
1905,40.0,64.0,8.0,5.0,1,1010.18,6,5.0,True,False,False,False,False,True,False,3
1906,2.0,62.0,0.5,59.0,3,980.81,0,4.0,False,False,False,True,False,True,False,2
1907,15.0,76.0,1.0,31.0,1,1006.98,4,7.0,False,True,False,False,True,False,False,0
1908,10.0,70.0,17.0,57.0,1,994.93,3,5.0,True,False,False,False,False,False,True,1
1909,18.0,88.0,7.0,65.0,3,995.42,2,2.0,False,False,True,False,True,False,False,1
1910,29.0,96.0,11.5,79.0,1,1013.23,0,1.0,False,True,False,False,False,True,False,1
1911,41.0,55.0,4.0,11.0,0,1015.43,11,6.5,False,False,False,True,True,False,False,3
1912,2.0,89.0,14.5,65.0,3,995.91,1,4.0,False,False,False,True,False,False,True,2
1913,36.0,37.0,5.5,0.0,0,1024.56,7,9.5,True,False,False,False,True,False,False,3
1914,36.0,69.0,3.5,13.0,1,1011.37,10,5.5,False,False,True,False,False,False,True,3
1915,33.0,74.0,7.0,55.0,1,1016.64,3,2.5,False,False,True,False,False,True,False,1
1916,-6.0,82.0,6.5,76.0,3,983.94,1,2.5,False,False,False,True,False,True,False,2
1917,-1.0,99.0,12.5,65.0,3,992.26,0,4.0,False,False,False,True,False,False,True,2
